snapshot_utc,pid,process_name,subsystem,state,cpu_pct,mem_kb,mem_pct,priority,threads,open_fds,elapsed_time,last_cpu_time_us,sched_policy,context_switches,description,arquivo_origem,data_processamento,satellite_id,orbit_number,orbit_plane,timestamp_utc,sequence_number,anomalies,checksum,thermal_obc_temp_c,thermal_battery_temp_c,thermal_panel_temp_c,thermal_structure_temp_c,power_bus_voltage_v,power_solar_current_a,power_load_current_a,power_battery_soc_pct,power_in_eclipse,power_power_balance_w,orbital_latitude_deg,orbital_longitude_deg,orbital_altitude_km,orbital_velocity_km_s,orbital_inclination_deg,orbital_raan_deg,attitude_roll_deg,attitude_pitch_deg,attitude_yaw_deg,attitude_angular_rate_x,attitude_angular_rate_y,attitude_angular_rate_z,subsystems_obc_state,subsystems_obc_uptime_s,subsystems_obc_error_count,subsystems_adcs_state,subsystems_adcs_uptime_s,subsystems_adcs_error_count,subsystems_eps_state,subsystems_eps_uptime_s,subsystems_eps_error_count,subsystems_comms_state,subsystems_comms_uptime_s,subsystems_comms_error_count,subsystems_tcs_state,subsystems_tcs_uptime_s,subsystems_tcs_error_count,subsystems_payload_state,subsystems_payload_uptime_s,subsystems_payload_error_count,comms_rssi_dbm,comms_snr_db,comms_ber,comms_packets_sent,comms_packets_lost,comms_last_contact_station,timestamp,temp_obc_c,temp_bateria_c,temp_painel_solar_c,tensao_bus_v,corrente_solar_a,corrente_carga_a,soc_bateria_pct,latitude_deg,longitude_deg,altitude_km,em_eclipse,rssi_dbm,ber,estado_obc,estado_adcs,estado_eps,estado_comms,estado_tcs,estado_payload
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:50:00Z,1181.0,[],0xccd855d5,23.991,40.656,25.24,18.61,29.437,2.696,3.908,97.904,False,16.51,-0.121,0.507,539.671,7.6295,97.6,177.805,-0.0145,0.1828,0.2315,-0.00595,-0.00939,-0.00596,NOMINAL,938385.0,1.0,NOMINAL,980.0,1.0,NOMINAL,1896751.0,1.0,NOMINAL,1613728.0,0.0,DEGRADED,324684.0,1.0,NOMINAL,975554.0,0.0,-69.2,15.32,6.01182e-06,39.0,5.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:50:30Z,1182.0,[],0x9f7e3412,24.771,40.825,18.33,11.61,29.496,2.689,1.802,97.399,False,-63.4,0.176,0.206,539.57,7.5654,97.6,177.805,-0.0466,-0.0122,-0.1103,-0.0053,-0.00727,-0.00597,NOMINAL,1971534.0,3.0,NOMINAL,3711.0,0.0,NOMINAL,704533.0,3.0,NOMINAL,1142742.0,1.0,NOMINAL,331624.0,5.0,NOMINAL,2495898.0,0.0,-68.768,21.64,7.86722e-06,78.0,3.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:51:00Z,1183.0,[],0x9e68967d,23.994,41.854,21.88,17.44,29.5,2.946,3.167,96.692,False,-70.49,1.011,1.725,539.647,7.6192,97.6,177.805,-0.1641,0.1431,0.1326,-0.00814,0.00822,-0.00478,NOMINAL,1922630.0,5.0,NOMINAL,2223660.0,1.0,NOMINAL,1396007.0,5.0,NOMINAL,1303379.0,3.0,DEGRADED,186804.0,5.0,NOMINAL,392883.0,2.0,-67.752,19.35,9.21663e-06,70.0,1.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:51:30Z,1184.0,[],0x24c0ed07,23.673,40.878,16.62,16.1,29.5,2.704,3.49,95.908,True,-73.43,1.032,3.207,539.627,7.6361,97.6,177.805,-0.3495,0.4247,0.3998,0.00595,-0.00568,-0.00621,NOMINAL,2288445.0,2.0,NOMINAL,79440.0,0.0,NOMINAL,165765.0,1.0,NOMINAL,40202.0,4.0,NOMINAL,941103.0,4.0,NOMINAL,1089799.0,4.0,-69.007,18.76,6.14487e-06,53.0,3.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:52:00Z,1185.0,[],0xe4a6130,24.495,41.548,47.07,25.0,29.5,2.65,4.581,95.296,False,27.7,2.02,3.439,539.133,7.6445,97.6,177.805,-0.3948,0.1825,0.3773,-0.00465,-0.00641,-0.00208,NOMINAL,1517392.0,3.0,NOMINAL,536958.0,4.0,NOMINAL,2427203.0,1.0,NOMINAL,1559681.0,5.0,NOMINAL,2025656.0,5.0,NOMINAL,444502.0,2.0,-68.108,20.19,9.57719e-06,55.0,3.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:52:30Z,1186.0,[],0x1fcec045,25.114,41.891,77.38,26.85,29.321,2.376,2.507,95.219,False,-42.89,1.215,4.474,539.309,7.6353,97.6,177.805,-0.3063,-0.4345,0.1971,0.00632,0.00969,-0.00916,NOMINAL,442860.0,3.0,NOMINAL,1522722.0,2.0,NOMINAL,1372900.0,1.0,NOMINAL,2572836.0,5.0,DEGRADED,301565.0,3.0,NOMINAL,887571.0,3.0,-69.453,19.02,2.06211e-06,186.0,0.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:53:00Z,1187.0,[],0x37b6ec0c,24.679,41.093,35.91,37.46,29.273,2.549,4.698,95.809,False,9.15,1.401,4.47,539.606,7.6257,97.6,177.805,0.305,-0.4682,0.3564,-0.00348,0.00983,-0.00387,SAFE_MODE,1516676.0,0.0,NOMINAL,352769.0,4.0,NOMINAL,185781.0,5.0,NOMINAL,1571738.0,2.0,NOMINAL,2254991.0,5.0,NOMINAL,52578.0,4.0,-69.642,24.3,5.05097e-06,60.0,3.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:53:30Z,1188.0,[],0x5083860,25.695,42.117,54.91,23.23,29.413,2.795,3.531,95.819,False,-36.02,1.818,6.297,539.776,7.5555,97.6,177.805,-0.2553,0.0583,-0.2667,-0.00752,-0.00601,-0.00023,NOMINAL,873422.0,5.0,NOMINAL,701365.0,1.0,NOMINAL,888955.0,5.0,NOMINAL,1246412.0,4.0,NOMINAL,144975.0,0.0,NOMINAL,2524017.0,0.0,-67.879,12.91,8.51086e-06,103.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:54:00Z,1189.0,[],0x1c26b562,25.146,43.178,37.01,21.22,29.5,2.959,2.613,96.286,True,8.87,0.772,4.338,539.632,7.5602,97.6,177.805,0.253,-0.4762,-0.3323,0.00668,-0.00717,0.00359,NOMINAL,563845.0,4.0,NOMINAL,1397345.0,2.0,SAFE_MODE,112054.0,1.0,NOMINAL,1665106.0,3.0,NOMINAL,1713709.0,4.0,NOMINAL,2181267.0,0.0,-66.247,17.53,8.52251e-06,186.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:54:30Z,1190.0,[],0x4d58e9e9,23.88,43.776,106.96,21.04,29.5,2.816,1.822,96.743,False,31.22,1.682,5.891,539.74,7.6178,97.6,177.805,0.1916,-0.3036,-0.3432,0.00097,0.00239,0.00392,NOMINAL,1968423.0,0.0,NOMINAL,1881320.0,1.0,NOMINAL,1314180.0,2.0,NOMINAL,1263448.0,0.0,NOMINAL,2441326.0,4.0,NOMINAL,2064327.0,0.0,-66.223,12.61,4.25644e-06,52.0,0.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:55:00Z,1191.0,[],0x88df593d,24.197,44.17,43.14,13.86,29.5,2.9,3.265,97.229,False,34.71,0.544,4.919,539.557,7.6165,97.6,177.805,-0.2804,-0.3022,0.3193,-0.00648,0.00357,0.00702,NOMINAL,546795.0,1.0,NOMINAL,1045941.0,4.0,NOMINAL,2224915.0,5.0,NOMINAL,1598853.0,5.0,NOMINAL,676487.0,2.0,NOMINAL,1295541.0,4.0,-67.384,9.79,4.40446e-06,161.0,1.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:55:30Z,1192.0,[],0x5bb1eb6e,23.338,43.191,94.15,21.86,29.357,3.066,2.628,96.839,False,-41.75,0.615,6.799,539.839,7.5759,97.6,177.805,0.1162,-0.0649,-0.3875,1e-05,-0.00627,-0.00125,NOMINAL,1563272.0,5.0,NOMINAL,1181395.0,1.0,NOMINAL,1627713.0,4.0,NOMINAL,128934.0,3.0,NOMINAL,1511192.0,0.0,NOMINAL,1111500.0,1.0,-69.196,12.27,8.45507e-06,120.0,4.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:56:00Z,1193.0,[],0xea6bebbd,22.337,42.469,63.4,32.82,29.497,3.013,2.039,97.222,False,-21.93,-0.345,7.022,539.762,7.5909,97.6,177.805,-0.2599,-0.2752,-0.0377,0.00029,0.00379,-0.00938,NOMINAL,1143693.0,2.0,NOMINAL,1700536.0,5.0,NOMINAL,959543.0,3.0,NOMINAL,715882.0,5.0,NOMINAL,772244.0,0.0,NOMINAL,1827045.0,3.0,-68.864,15.6,2.64082e-06,47.0,0.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:56:30Z,1194.0,[],0x78a7a9a4,22.738,41.934,67.97,37.69,29.5,2.856,3.46,96.554,False,-43.19,0.125,6.966,539.533,7.6055,97.6,177.805,0.2096,-0.4294,-0.2797,-0.00433,-0.00175,-0.00635,NOMINAL,1718434.0,2.0,NOMINAL,302003.0,4.0,NOMINAL,678027.0,4.0,NOMINAL,1229481.0,1.0,NOMINAL,561396.0,3.0,NOMINAL,1526972.0,5.0,-68.121,22.17,6.10909e-06,106.0,4.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:57:00Z,1195.0,[],0x875371ac,22.071,42.817,77.52,36.26,29.431,3.001,1.727,96.542,False,-19.84,0.551,8.525,539.097,7.6258,97.6,177.805,0.3938,-0.495,-0.3184,0.00255,-0.00116,0.00378,SAFE_MODE,1378833.0,3.0,NOMINAL,437646.0,4.0,NOMINAL,324300.0,3.0,NOMINAL,820213.0,2.0,NOMINAL,1513401.0,2.0,NOMINAL,819030.0,4.0,-66.881,19.55,2.82958e-06,134.0,0.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:57:30Z,1196.0,[],0x2843503c,21.0,42.844,70.94,26.57,29.311,3.094,1.768,96.573,False,-29.76,0.695,9.839,538.666,7.5706,97.6,177.805,0.2448,-0.4817,0.4409,-0.00864,0.00914,-0.00068,NOMINAL,2308764.0,0.0,NOMINAL,535692.0,1.0,NOMINAL,2136365.0,3.0,DEGRADED,524879.0,1.0,SAFE_MODE,673153.0,1.0,NOMINAL,173267.0,1.0,-68.331,24.42,7.4039e-06,165.0,0.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T09:58:00Z,1197.0,[],0xab5b9ae7,20.812,41.78,12.59,24.87,29.291,3.371,5.047,96.967,False,42.67,0.299,9.373,538.822,7.6495,97.6,177.805,-0.2428,-0.3518,0.1179,0.00939,0.00243,0.00117,NOMINAL,726954.0,3.0,NOMINAL,234216.0,0.0,NOMINAL,2186586.0,3.0,SAFE_MODE,342524.0,3.0,NOMINAL,777763.0,0.0,NOMINAL,1532028.0,1.0,-66.501,21.88,3.75144e-06,73.0,3.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T09:58:30Z,1198.0,[],0x70df96d9,20.636,42.556,-3.76,12.73,29.109,3.252,4.287,96.971,False,44.57,-0.018,10.067,538.511,7.6067,97.6,177.805,0.3298,0.138,0.4267,-0.00218,-0.00671,0.00183,NOMINAL,973596.0,5.0,NOMINAL,2021728.0,5.0,NOMINAL,497318.0,5.0,NOMINAL,1684052.0,1.0,NOMINAL,656993.0,3.0,NOMINAL,1728631.0,2.0,-68.185,11.13,4.3535e-06,162.0,1.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:59:00Z,1199.0,[],0x9cd548cf,21.222,43.544,98.33,24.45,29.1,2.953,5.301,96.598,True,-43.08,-0.102,8.977,538.303,7.573,97.6,177.805,-0.0154,0.1781,0.3347,-0.00905,0.00522,0.00741,NOMINAL,1255178.0,5.0,NOMINAL,197116.0,3.0,NOMINAL,1290294.0,2.0,NOMINAL,1469956.0,0.0,NOMINAL,2335425.0,3.0,NOMINAL,1023010.0,5.0,-67.958,17.16,3.50236e-06,104.0,0.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T09:59:30Z,1200.0,[],0x3e79804e,20.473,43.728,54.82,26.69,29.275,2.664,2.163,96.216,False,-16.8,-0.757,8.929,538.583,7.6192,97.6,177.805,-0.4414,-0.1563,0.4985,-0.00655,0.00138,0.00032,NOMINAL,2393369.0,4.0,NOMINAL,1673567.0,3.0,NOMINAL,903900.0,3.0,NOMINAL,1180834.0,1.0,NOMINAL,200551.0,5.0,NOMINAL,2097510.0,0.0,-68.413,18.95,1.91814e-06,115.0,3.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T10:00:00Z,1201.0,[],0xa00c23e1,19.334,44.909,74.59,31.38,29.465,2.425,2.366,95.843,True,14.78,-0.263,9.937,538.777,7.5834,97.6,177.805,0.1898,0.2562,-0.2137,-0.00289,0.00484,-0.00412,NOMINAL,306479.0,5.0,NOMINAL,2047920.0,2.0,NOMINAL,252232.0,1.0,NOMINAL,557001.0,4.0,NOMINAL,161646.0,4.0,NOMINAL,1279334.0,1.0,-68.518,22.64,5.38431e-06,54.0,5.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:00:30Z,1202.0,[],0x83076310,20.533,43.907,61.22,27.28,29.43,2.366,5.211,95.11,False,-49.11,-0.795,8.291,538.8,7.6263,97.6,177.805,-0.1372,0.1943,-0.0182,0.00235,-0.00206,-0.00705,NOMINAL,1184257.0,3.0,NOMINAL,512527.0,5.0,NOMINAL,2206274.0,4.0,NOMINAL,2328412.0,2.0,SAFE_MODE,1053530.0,1.0,NOMINAL,2032608.0,5.0,-66.924,24.93,1.59436e-06,191.0,5.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:01:00Z,1203.0,[],0xa9c2e627,20.99,44.355,91.64,26.98,29.35,2.422,4.847,95.209,False,-53.76,-0.901,7.457,538.549,7.5729,97.6,177.805,0.3488,-0.0403,0.0046,-0.00184,0.00402,0.00266,NOMINAL,426188.0,3.0,NOMINAL,2259641.0,1.0,NOMINAL,706437.0,3.0,NOMINAL,2295825.0,4.0,NOMINAL,1976996.0,5.0,DEGRADED,1976823.0,5.0,-66.959,21.69,2.73856e-06,72.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T10:01:30Z,1204.0,[],0xa69874f7,20.024,44.355,97.97,10.22,29.328,2.707,3.28,95.325,False,-0.37,-1.102,6.027,539.029,7.6177,97.6,177.805,-0.2161,0.0099,0.0457,-0.00266,-0.00733,-0.0086,SAFE_MODE,1308762.0,2.0,NOMINAL,1451682.0,2.0,NOMINAL,248789.0,3.0,NOMINAL,367819.0,5.0,NOMINAL,1167739.0,4.0,NOMINAL,380644.0,4.0,-66.297,8.36,6.11124e-06,17.0,3.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:02:00Z,1205.0,[],0x93dc8417,21.122,44.616,97.09,37.99,29.147,2.787,4.377,95.03,False,8.47,-2.005,7.882,539.231,7.6111,97.6,177.805,-0.0891,0.3918,0.3884,0.00528,-0.0008,-0.00968,NOMINAL,1138448.0,5.0,NOMINAL,157421.0,4.0,NOMINAL,913990.0,3.0,NOMINAL,1003824.0,4.0,NOMINAL,703833.0,3.0,NOMINAL,1522319.0,5.0,-67.821,11.36,3.44688e-06,97.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:02:30Z,1206.0,[],0x4004a53c,22.188,43.692,100.09,10.97,28.96,2.545,1.516,95.418,False,-83.34,-2.435,9.324,538.893,7.5574,97.6,177.805,0.3283,0.3205,0.0428,0.00745,-0.00897,-0.00542,SAFE_MODE,384051.0,2.0,NOMINAL,1150512.0,1.0,NOMINAL,236906.0,1.0,NOMINAL,2060070.0,3.0,NOMINAL,1418880.0,0.0,NOMINAL,270012.0,4.0,-68.917,12.13,8.9275e-07,22.0,2.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:03:00Z,1207.0,[],0x456459dd,23.0,43.447,-16.98,34.19,29.011,2.682,3.533,94.963,True,-64.71,-2.277,9.201,539.2,7.6161,97.6,177.805,0.0418,0.4618,0.2792,0.00627,0.00072,0.00168,NOMINAL,2314228.0,4.0,NOMINAL,1410333.0,2.0,NOMINAL,2067543.0,2.0,DEGRADED,2474011.0,4.0,SAFE_MODE,1121125.0,3.0,NOMINAL,2302631.0,4.0,-70.743,9.02,7.69492e-06,101.0,2.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:03:30Z,1208.0,[],0x23284f55,22.538,43.767,37.69,34.29,28.824,2.678,4.93,94.483,False,-66.98,-1.147,9.945,539.364,7.5867,97.6,177.805,0.1663,-0.183,0.2548,0.00519,0.00211,-0.00723,NOMINAL,2387696.0,0.0,DEGRADED,41504.0,4.0,NOMINAL,2410439.0,2.0,NOMINAL,1054721.0,2.0,NOMINAL,1508605.0,3.0,NOMINAL,1530246.0,5.0,-72.53,13.91,6.9848e-07,136.0,0.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:04:00Z,1209.0,[],0xf53242f9,22.311,44.323,38.87,35.99,28.88,2.732,4.451,93.981,False,19.46,-2.295,10.274,539.096,7.5945,97.6,177.805,0.0434,0.4736,0.2797,-0.00662,-0.00242,0.00453,NOMINAL,1484164.0,2.0,NOMINAL,540723.0,3.0,NOMINAL,547766.0,1.0,NOMINAL,2136730.0,5.0,SAFE_MODE,262108.0,5.0,NOMINAL,1603410.0,5.0,-70.864,10.64,5.61564e-06,163.0,4.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,B,2026-06-01T10:04:30Z,1210.0,[],0x90f6a2ba,22.662,43.401,105.21,30.19,29.027,2.864,3.716,94.182,False,12.26,-1.523,10.025,539.298,7.592,97.6,177.805,-0.1869,0.1651,0.1227,0.0087,-0.00459,0.00243,NOMINAL,1989612.0,0.0,NOMINAL,78423.0,4.0,SAFE_MODE,86025.0,3.0,NOMINAL,1985403.0,1.0,NOMINAL,598563.0,1.0,NOMINAL,918984.0,0.0,-69.378,23.46,9.87637e-06,95.0,0.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:05:00Z,1211.0,"[{'code': 'RSSI_LOW', 'subsystem': 'COMMS', 'value': -69.63}]",0x381d8002,23.79,42.578,19.56,37.44,29.17,3.048,4.7,94.119,False,32.03,-1.679,9.207,539.766,7.5913,97.6,177.805,-0.2101,-0.0708,-0.2482,0.00063,0.00232,0.0023,NOMINAL,1500409.0,1.0,NOMINAL,1721567.0,2.0,DEGRADED,2329914.0,4.0,NOMINAL,1274764.0,5.0,NOMINAL,682404.0,1.0,NOMINAL,2371538.0,0.0,-69.63,23.38,9.01482e-06,158.0,1.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:05:30Z,1212.0,[],0xfe6fe7bf,25.052,43.459,43.2,22.22,29.152,3.164,3.844,94.739,True,-10.73,-1.385,8.078,539.41,7.5742,97.6,177.805,-0.314,0.3745,-0.0669,0.00693,-0.00194,-0.00842,NOMINAL,2449548.0,5.0,DEGRADED,1289629.0,2.0,NOMINAL,228272.0,3.0,NOMINAL,1099233.0,5.0,SAFE_MODE,10423.0,1.0,SAFE_MODE,1699079.0,2.0,-69.638,18.32,4.80663e-06,117.0,0.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:06:00Z,1213.0,[],0xd0c86a07,24.125,44.476,73.07,16.37,29.113,3.449,1.682,94.637,False,-17.15,-1.972,9.533,539.135,7.5912,97.6,177.805,-0.3345,0.3893,0.0075,-0.00785,-0.00108,-0.00312,NOMINAL,906089.0,0.0,NOMINAL,2190258.0,1.0,NOMINAL,468423.0,2.0,NOMINAL,961685.0,3.0,SAFE_MODE,2407121.0,4.0,NOMINAL,2478007.0,0.0,-70.361,19.19,3.62323e-06,88.0,3.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:06:30Z,1214.0,[],0xe839baee,23.748,45.0,96.58,22.15,29.124,3.224,5.463,95.188,False,-48.57,-1.858,8.986,539.11,7.5663,97.6,177.805,-0.118,-0.1305,-0.171,-0.00834,0.00581,0.00422,NOMINAL,1221098.0,2.0,NOMINAL,1489292.0,4.0,NOMINAL,2124542.0,3.0,NOMINAL,649130.0,0.0,NOMINAL,461684.0,1.0,NOMINAL,667250.0,5.0,-69.333,14.55,3.08156e-06,100.0,4.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:07:00Z,1215.0,[],0x762e38d0,25.047,44.784,73.9,10.87,29.165,3.133,4.315,95.708,False,-3.76,-0.845,8.459,538.955,7.5506,97.6,177.805,-0.4643,0.1129,0.1705,-0.00454,0.00778,-0.00411,NOMINAL,368245.0,3.0,DEGRADED,743680.0,4.0,NOMINAL,2242253.0,3.0,NOMINAL,558137.0,4.0,NOMINAL,2300348.0,5.0,NOMINAL,1236705.0,2.0,-70.286,11.29,4.41951e-06,108.0,3.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:07:30Z,1216.0,[],0x4b8a3f8b,26.534,45.0,-27.0,33.28,29.13,3.025,2.35,95.155,True,16.96,-1.816,6.52,538.53,7.6118,97.6,177.805,-0.3586,-0.0778,0.0057,-0.00788,-0.00563,-0.00684,NOMINAL,456481.0,4.0,NOMINAL,921448.0,1.0,NOMINAL,1427160.0,1.0,NOMINAL,1414901.0,3.0,NOMINAL,2212980.0,2.0,NOMINAL,2220896.0,4.0,-70.392,15.74,6.71566e-06,134.0,2.0,Natal-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,C,2026-06-01T10:08:00Z,1217.0,[],0x64dc001f,25.621,44.135,-0.6,11.46,29.0,2.929,4.676,95.346,False,-55.56,-1.217,6.76,538.351,7.6323,97.6,177.805,0.0603,0.0605,0.2869,0.00621,0.00712,-0.00573,NOMINAL,458708.0,0.0,NOMINAL,1225757.0,2.0,SAFE_MODE,719433.0,1.0,NOMINAL,1797870.0,2.0,NOMINAL,147511.0,4.0,NOMINAL,1553191.0,1.0,-69.938,12.27,1.17744e-06,18.0,5.0,Alcantara-GS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,telemetria_massa.json,2026-06-16 20:18:28.438741,SAT-BR-01,3833.0,A,2026-06-01T10:08:30Z,1218.0,[],0xc1549784,25.204,43.212,58.7,15.9,29.148,2.654,4.337,95.796,False,-17.11,-2.412,4.964,538.458,7.6405,97.6,177.805,0.2478,0.347,0.2281,-0.00708,0.00729,0.00679,NOMINAL,208848.0,5.0,NOMINAL,27890.0,1.0,NOMINAL,1821181.0,4.0,NOMINAL,682259.0,5.0,NOMINAL,2407254.0,5.0,NOMINAL,1881248.0,5.0,-69.93,10.57,8.77442e-06,180.0,3.0,CuiabaSat-GS,,,,,,,,,,,,,,,,,,,,
